ctrgcn_jm_3d,ctrgcn_b_3d,ctrgcn_j_3d,ctrgcn_j_3d_resample,ctrgcn_j_3d_resample_rotate,ctrgcn_b_2d,ctrgcn_j_2d,ctrgcn_bm_2d,ctrgcn_jm_2d,tdgcn_j_2d,blockgcn_j_3d,blockgcn_jm_3d,blockgcn_b_3d,blockgcn_bm_3d,ctrgcn_b_3d_resample_rotate,degcn_J_3d,degcn_B_3d,degcn_BM_3d,tegcn_V1_J_3d,tegcn_V1_B_3d,former_bm_r_w_2d,former_bm_2d,former_j_2d,former_j_3d,former_b_3d,former_j_3d_resample_rotate,former_jm_2d,former_b_3d_resample_rotate,skateformer_b_3d,skateformer_j_3d,true
77,77,77,130,77,77,130,146,135,77,130,130,77,95,77,77,130,77,77,146,146,87,130,130,131,77,146,77,130,77,130
131,131,131,131,131,131,85,131,78,75,131,93,131,131,131,131,131,131,131,80,78,93,131,82,80,131,78,82,87,131,131
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,64,132,132,132,132,132,132,132,132,132,132,132
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,1,88,133,133,133,133,133,88,133,133,133,133
134,134,130,134,134,134,134,134,134,134,134,134,93,134,134,130,92,92,130,37,134,134,134,134,134,89,134,134,134,130,134
135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,21,135,135,135,135,135,135,135,135,135,135,135
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,4,146,146,146,146,146,146,146,146,146,146,146
148,82,82,82,82,82,82,148,82,82,148,148,148,148,148,148,82,148,88,17,148,146,82,148,82,148,148,82,82,148,148
69,64,108,64,108,70,0,69,0,45,108,108,108,108,64,24,24,108,0,6,108,69,108,108,64,64,108,69,0,64,0
1,63,1,1,28,1,48,109,68,1,45,109,1,109,28,45,1,1,1,7,48,10,1,1,1,48,48,1,1,1,1
2,2,2,144,144,2,2,42,69,69,2,42,34,42,2,144,144,2,2,8,69,144,2,2,2,2,69,2,2,2,2
69,21,3,65,121,29,63,63,13,7,65,3,3,50,3,69,29,69,69,48,63,69,63,69,69,65,63,3,3,69,3
4,49,4,4,52,4,4,4,4,4,49,4,4,54,54,4,4,4,49,9,4,4,4,4,52,4,4,4,4,4,4
17,5,5,5,5,5,17,17,5,17,5,17,5,5,5,5,5,5,17,11,17,140,17,5,17,5,17,17,5,5,5
6,6,6,6,46,6,6,6,54,6,6,6,6,141,6,6,6,6,6,12,6,6,6,6,6,6,6,6,6,6,6
7,7,4,7,7,7,7,4,7,7,7,7,142,66,7,7,7,7,7,13,4,4,66,4,4,7,4,7,4,4,7
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,14,8,8,8,8,8,8,8,8,10,9,8
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28,15,9,129,9,9,9,9,9,9,9,9,9
10,10,10,10,10,10,10,10,48,10,25,10,10,25,10,10,10,10,10,16,10,28,10,10,10,10,10,10,10,10,10
11,12,11,11,11,11,12,12,12,11,11,11,11,42,11,11,11,11,11,17,12,11,11,11,12,11,12,12,11,11,11
58,58,12,58,58,12,12,2,113,12,12,12,58,42,109,58,12,12,12,18,42,56,12,138,58,58,42,12,12,12,12
13,13,13,13,13,14,34,13,13,13,13,13,13,13,13,13,13,13,13,19,13,22,13,13,13,13,13,13,13,13,13
14,14,14,14,14,139,63,7,7,13,14,102,14,145,14,14,14,14,14,20,139,139,17,63,14,63,139,14,14,14,14
15,144,34,144,15,15,144,15,15,144,13,15,34,144,34,15,34,15,34,21,13,145,144,34,34,144,13,34,15,34,15
14,14,121,145,14,63,51,14,46,145,145,145,14,51,16,145,145,63,14,22,144,60,14,63,145,14,144,145,145,145,16
17,140,139,17,17,140,140,140,17,5,17,17,17,5,5,140,17,17,17,23,140,140,17,5,5,5,140,17,17,17,17
18,1,18,18,18,18,18,57,21,18,18,18,18,8,18,18,18,18,18,24,57,33,18,8,18,18,57,18,18,18,18
19,19,117,117,19,19,117,19,19,19,19,19,19,118,19,19,19,19,117,25,72,117,19,19,19,19,72,19,26,19,19
20,20,20,66,20,66,20,59,20,61,20,20,20,66,66,20,20,20,17,38,20,66,20,21,21,20,20,20,20,20,20
21,21,21,21,3,21,66,16,5,66,21,21,21,66,21,21,21,21,21,27,17,7,21,21,21,21,17,21,21,21,21
22,22,22,22,22,22,22,22,22,22,22,22,22,66,22,22,22,22,22,9,22,59,22,22,22,22,22,22,22,22,22
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,29,23,30,23,23,23,23,23,23,23,23,23
38,67,24,24,62,68,138,68,62,138,70,70,70,62,62,70,24,68,67,30,62,60,121,68,62,62,62,62,62,62,24
25,25,10,25,25,25,25,45,45,25,25,25,25,25,10,25,25,25,25,31,45,127,25,25,25,25,45,25,10,10,25
115,116,116,116,116,116,115,116,116,115,115,115,115,116,115,116,115,115,116,100,26,116,116,116,116,116,26,116,115,115,26
27,27,27,27,27,63,63,63,13,63,27,21,27,145,27,27,27,45,27,33,63,60,63,27,27,27,63,27,27,27,27
28,28,28,28,28,28,28,28,109,28,28,28,28,48,28,28,28,28,28,34,28,48,28,28,28,28,28,28,28,28,28
63,29,29,63,63,145,63,4,71,71,63,63,71,66,29,29,63,29,63,145,63,139,145,29,65,29,63,63,29,71,29
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,36,30,30,30,30,30,30,30,30,30,30,30
31,39,31,31,19,19,31,31,31,31,31,31,31,31,31,31,31,31,31,37,31,72,31,31,39,31,31,31,31,31,31
0,32,56,53,53,9,9,44,27,44,53,32,32,69,53,53,32,69,3,38,1,9,34,69,72,3,1,56,32,51,32
18,33,33,33,33,33,28,28,28,33,33,18,33,57,33,33,33,18,33,39,100,33,28,33,33,33,100,33,33,33,33
34,34,34,34,34,35,34,34,145,53,34,34,34,42,34,34,34,34,34,40,145,37,35,34,44,34,145,34,34,34,34
35,35,35,35,145,51,71,2,71,51,145,35,145,145,145,35,35,145,35,26,70,144,52,35,35,35,70,35,35,35,35
40,36,36,36,36,36,36,40,38,36,36,36,36,36,36,36,36,36,36,42,36,40,36,36,36,36,36,36,36,36,36
37,37,37,37,37,37,31,2,37,37,70,37,67,109,37,2,67,2,2,43,37,2,37,37,37,37,37,2,2,37,37
64,68,125,68,68,62,68,62,62,68,68,68,68,24,45,25,45,24,68,51,10,20,68,38,38,36,10,68,68,68,38
31,39,39,39,39,150,150,150,150,150,39,31,39,39,39,39,39,150,39,69,150,22,68,39,39,39,150,39,39,39,39
118,118,40,117,118,117,39,117,38,117,41,117,118,41,118,118,118,41,118,124,39,117,117,118,39,118,39,118,41,40,40
68,39,31,40,40,24,24,127,10,17,40,0,41,24,38,31,40,150,24,47,141,36,6,38,38,41,141,41,41,40,41
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,25,42,42,42,42,42,42,42,42,42,42,42
70,69,24,70,70,69,72,68,64,24,24,72,70,72,70,70,43,70,72,49,72,72,72,69,24,70,72,69,70,70,43
44,44,48,44,9,44,44,44,44,44,44,42,44,42,48,44,44,44,44,50,48,72,44,10,9,44,48,9,44,44,44
18,45,45,45,47,48,25,18,18,48,45,18,47,47,47,18,18,18,18,52,37,25,25,25,45,47,37,25,27,125,45
46,46,46,46,46,46,122,122,122,46,46,46,46,122,46,46,46,46,46,28,122,46,124,46,46,122,122,46,46,46,46
47,47,47,47,47,47,47,48,48,47,28,47,47,47,47,47,28,47,47,53,56,55,47,47,47,28,56,47,47,47,47
100,10,9,9,10,8,8,8,8,9,9,48,28,48,28,10,9,48,9,54,8,18,8,10,10,28,8,10,9,9,48
50,50,121,4,50,50,66,71,138,121,49,49,49,4,50,49,49,50,50,110,71,138,121,121,121,121,71,138,50,50,49
50,50,50,50,50,29,51,51,51,29,50,51,50,51,29,50,50,51,50,56,51,4,50,50,50,50,51,50,50,50,50
154,53,3,51,100,51,51,6,53,51,141,137,141,141,100,51,51,53,14,57,53,6,51,53,21,51,53,21,51,51,51
43,53,53,69,53,53,53,69,53,53,53,129,53,109,53,53,53,109,53,58,22,149,44,69,53,3,22,69,53,51,52
43,100,109,53,72,102,129,19,16,129,100,72,53,103,53,72,53,109,109,59,24,101,129,9,9,53,24,69,138,72,53
54,4,4,4,4,4,4,29,4,4,4,4,54,4,54,4,54,4,54,61,54,60,4,54,4,54,54,4,52,54,54
55,55,55,55,55,55,55,55,7,55,55,55,55,66,55,55,55,55,55,61,55,55,55,55,55,55,55,55,55,55,55
56,56,56,56,56,56,56,56,69,56,56,56,56,56,56,56,56,56,56,62,100,9,56,56,56,56,100,56,56,56,56
28,48,57,28,48,33,100,12,100,8,57,57,48,8,57,48,57,28,57,63,48,113,28,8,28,8,48,28,57,57,57
58,58,58,58,58,58,58,58,58,58,58,58,58,109,58,58,58,58,58,64,109,58,58,58,58,58,109,58,58,58,58
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,65,59,59,59,59,59,59,59,59,59,59,59
60,61,20,61,61,60,60,60,60,60,61,60,60,60,60,60,61,60,60,66,60,60,61,60,60,61,60,60,61,60,60
20,61,61,20,20,20,20,66,20,20,20,20,61,66,61,60,61,20,20,67,20,66,20,66,59,61,20,20,61,61,61
64,13,36,64,36,62,20,71,121,64,65,16,13,62,13,13,13,65,64,68,7,20,62,64,64,65,7,64,65,65,62
21,21,69,21,21,7,21,7,14,21,109,21,21,121,21,21,21,109,63,69,21,6,6,21,21,21,21,21,21,69,63
64,64,30,64,30,109,103,23,9,23,64,3,64,109,103,3,30,64,30,70,64,142,23,64,64,30,64,59,3,64,64
69,65,69,65,71,65,65,71,65,65,65,65,65,65,65,65,65,65,65,66,65,144,65,65,65,65,65,65,65,65,65
66,66,66,59,66,66,66,66,66,66,152,66,66,66,66,66,66,59,66,72,66,66,66,66,66,152,66,20,66,66,66
70,65,125,24,144,126,138,42,69,42,65,24,65,47,144,70,24,70,70,73,42,139,69,27,2,2,42,2,70,70,67
68,68,68,68,68,63,68,63,68,63,68,68,68,142,68,68,68,68,62,99,150,150,63,68,68,25,150,68,68,68,68
69,69,45,68,69,69,68,69,69,69,69,69,69,69,69,69,68,68,69,100,69,69,69,70,69,69,69,69,45,69,69
70,65,70,70,65,71,70,69,62,63,70,70,70,65,65,70,62,69,67,102,70,70,63,62,62,62,70,70,70,70,70
71,136,71,71,142,71,70,71,137,142,142,137,137,136,71,67,71,67,71,102,151,71,142,71,71,136,151,136,71,71,71
138,72,138,72,72,12,150,69,138,138,72,69,72,61,53,72,72,69,72,103,59,69,138,69,72,72,59,69,52,72,72
73,73,73,73,73,11,73,69,11,73,73,73,73,73,73,73,73,73,73,104,12,11,73,73,73,73,12,106,73,73,73
99,99,99,99,99,99,99,99,99,99,99,99,99,105,99,99,99,99,99,105,99,104,99,99,99,99,99,99,99,99,99
100,32,32,32,32,8,32,10,100,25,32,8,32,49,100,32,30,10,32,106,9,72,25,32,32,32,9,32,32,32,100
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,107,101,101,101,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,102,102,102,102,102,102,8,102,102,102,102,102,108,109,102,102,102,102,102,109,102,102,102,102
103,58,58,103,103,23,103,58,28,103,58,58,58,58,103,58,58,58,103,109,25,23,103,58,58,103,25,58,103,103,103
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,110,104,104,104,104,104,104,104,104,104,104,104
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,111,105,105,105,105,105,105,105,105,105,105,105
114,106,106,106,106,107,106,107,107,107,106,114,114,114,106,106,106,114,106,112,107,106,106,106,114,114,107,106,106,114,106
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,113,107,107,107,107,107,107,107,107,107,107,107
108,108,108,108,108,102,45,108,33,108,108,108,108,47,108,108,108,108,108,114,48,42,108,108,108,108,48,108,108,108,108
58,58,58,58,58,118,118,109,9,118,58,58,58,109,58,58,58,58,58,116,72,118,118,58,58,58,72,58,58,103,109
110,110,110,110,110,110,110,33,110,110,110,110,110,110,110,110,110,110,110,116,33,111,110,110,110,110,33,110,110,110,110
110,111,111,110,110,110,110,110,110,110,111,110,111,117,111,111,111,110,111,117,110,111,110,111,111,117,110,111,110,111,111
112,112,112,112,112,112,112,42,119,112,112,112,112,112,112,112,112,112,112,19,112,55,112,112,112,112,112,112,112,112,112
113,113,113,113,113,113,113,106,113,113,113,113,113,113,113,113,113,113,113,119,99,113,113,113,113,113,99,113,113,113,113
114,114,114,114,114,107,107,107,107,107,114,114,114,107,114,114,114,114,114,120,107,114,107,114,114,114,107,114,114,114,114
115,115,115,115,115,116,116,72,72,115,115,115,115,38,115,115,115,115,115,121,72,8,116,116,116,116,72,116,115,115,115
116,116,116,116,116,116,116,115,115,115,116,116,116,116,116,116,116,116,116,123,116,116,116,116,116,116,116,116,116,116,116
117,117,117,117,117,102,118,40,41,72,117,117,117,117,117,117,117,117,117,123,31,1,40,113,19,117,31,117,117,117,117
118,118,118,118,118,102,72,10,9,38,118,24,118,118,118,118,118,118,118,124,72,31,38,118,47,118,72,118,118,118,118
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,43,119,112,119,119,119,119,119,119,119,119,119
113,120,120,120,120,120,120,120,116,120,120,120,120,113,120,120,120,120,120,126,120,104,120,120,120,113,120,120,120,120,120
24,0,125,36,36,68,68,10,64,36,36,36,125,36,125,125,125,125,125,127,10,36,36,38,36,62,10,24,125,125,0
9,45,45,25,45,125,45,18,125,45,45,33,45,8,1,9,45,18,9,122,33,18,27,45,45,1,33,1,45,45,1
70,69,24,144,67,34,56,102,44,56,24,18,24,108,18,67,24,69,24,129,42,42,109,150,2,37,42,69,2,67,2
30,3,103,108,3,103,103,36,64,103,3,3,3,59,3,3,3,103,30,136,24,64,103,3,3,23,24,3,3,3,3
4,4,4,4,4,4,4,142,4,4,4,4,54,51,4,4,52,4,4,137,7,51,4,4,4,51,7,6,52,54,4
59,5,17,17,17,138,17,129,17,17,136,138,17,17,136,126,136,5,100,138,5,149,17,5,59,20,5,17,138,17,5
6,124,6,6,46,141,6,127,122,53,6,6,6,141,6,6,6,6,6,139,24,6,6,46,46,46,24,46,6,6,6
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,17,7,7,7,7,7,7,7,7,7,7,7
10,10,8,8,10,8,8,8,48,127,8,8,8,8,8,8,10,10,8,141,48,111,48,8,28,8,48,10,25,8,8
25,10,10,9,10,48,9,25,9,9,10,9,9,25,9,9,9,10,9,142,10,9,9,10,10,28,10,9,9,9,9
9,10,10,9,9,25,10,10,9,10,10,9,10,25,10,10,9,10,10,143,10,25,25,25,44,10,10,10,10,9,10
11,11,73,11,107,73,73,11,11,73,11,73,11,52,11,11,11,11,11,144,11,11,11,11,119,11,11,11,11,11,11
12,12,12,12,12,12,12,12,73,12,12,12,12,12,12,12,12,12,12,144,12,12,12,12,12,12,12,12,12,12,12
13,18,13,13,8,13,18,14,13,13,13,13,13,13,13,13,13,18,18,149,18,13,13,13,13,13,18,13,13,13,13
1,1,1,125,35,8,72,32,64,10,1,1,125,45,1,1,1,45,35,150,10,65,32,1,1,1,10,35,35,35,14
15,34,15,34,34,34,15,15,15,15,13,15,15,40,15,15,34,15,34,151,34,144,13,15,15,34,34,34,34,34,15
12,16,35,0,16,16,35,17,5,35,2,35,16,5,35,35,35,16,16,74,5,139,16,2,2,16,5,17,16,16,16
20,139,66,66,139,61,140,61,61,7,143,20,143,66,139,139,139,66,126,75,7,20,17,139,12,66,7,60,139,139,17
8,18,18,18,18,48,28,8,18,18,18,18,18,8,18,18,8,18,18,76,8,18,32,8,18,18,8,18,18,18,18
139,26,18,18,111,15,72,13,8,39,33,102,33,102,18,33,33,102,139,77,65,65,38,33,33,33,65,33,118,64,19
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,78,59,20,20,20,20,20,59,60,20,20,20
21,21,21,21,21,21,35,21,16,21,21,21,21,21,21,21,21,21,21,79,21,33,21,21,21,21,21,21,21,21,21
23,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,23,22,80,22,23,22,22,23,22,22,22,23,22,22
23,59,23,23,23,59,23,23,23,59,23,23,23,23,23,23,23,23,23,81,23,46,23,23,23,23,23,23,23,23,23
24,24,24,24,24,24,41,38,5,24,24,68,24,36,24,24,24,24,24,82,38,39,38,24,24,24,38,24,24,24,24
25,10,25,25,25,25,25,25,25,25,25,25,25,25,25,25,10,25,10,83,25,25,25,25,25,25,25,25,25,25,25
27,26,26,26,26,26,26,30,104,26,26,30,26,27,26,26,26,26,26,89,26,26,26,26,26,26,26,26,115,26,26
56,25,57,8,25,38,17,10,127,127,57,57,25,57,28,57,25,57,27,85,10,40,25,25,25,57,10,25,25,27,27
8,10,25,10,10,8,8,10,48,10,25,8,25,8,25,25,10,10,10,86,10,10,10,8,48,25,10,10,25,25,28
29,29,29,29,29,65,62,13,29,15,29,29,61,50,29,29,29,29,50,78,29,15,13,29,29,29,29,29,29,29,29
64,30,30,30,30,30,30,30,30,30,30,30,30,25,3,30,30,62,30,89,30,30,30,30,30,23,30,30,30,30,30
115,41,41,41,41,117,117,72,17,117,41,150,41,43,41,41,41,39,41,89,99,39,117,41,39,31,99,31,43,41,31
9,10,10,9,9,9,9,28,28,9,9,102,9,8,28,56,48,32,9,90,28,28,9,109,32,9,28,56,48,9,32
33,33,33,33,8,33,48,8,8,33,8,8,33,8,8,33,33,57,33,91,8,8,33,33,33,33,8,33,33,33,33
18,13,47,34,102,25,150,102,10,45,13,47,18,47,34,18,18,47,18,92,8,18,24,1,18,13,8,13,34,34,34
153,34,34,34,34,15,35,35,34,34,34,34,34,145,145,34,34,18,34,131,34,101,145,34,145,34,34,145,34,145,35
64,36,36,36,125,62,62,36,64,62,125,36,36,62,36,36,36,36,64,94,62,36,62,40,36,36,62,36,36,36,36
37,37,39,31,37,40,39,39,39,39,39,39,117,39,37,37,40,37,39,95,39,39,39,39,39,37,39,31,31,37,37
36,38,38,38,38,36,62,36,62,62,36,36,36,36,36,40,38,36,38,96,62,36,36,38,38,36,62,36,38,38,38
38,39,39,39,39,39,39,36,36,39,39,26,39,39,39,39,39,39,39,97,39,39,39,39,39,39,39,39,39,39,39
27,40,40,24,40,25,25,27,62,10,40,40,40,40,40,40,40,150,24,98,68,18,27,40,18,36,68,24,40,40,40
68,68,25,68,25,68,24,10,68,38,36,36,40,25,36,25,25,40,38,130,40,36,36,38,68,25,40,36,68,68,41
18,44,9,42,9,48,42,17,17,1,28,42,44,42,28,9,9,18,44,78,100,1,9,42,44,44,100,44,9,1,42
72,72,24,43,25,43,40,10,24,118,36,68,40,43,43,43,43,72,43,132,10,36,36,38,38,43,10,68,43,38,43
1,53,53,9,9,72,72,44,48,44,48,48,9,51,28,53,53,44,44,133,48,39,48,48,27,48,48,9,44,44,44
45,108,45,108,108,45,108,10,25,58,108,24,108,108,108,108,45,24,45,86,10,36,45,45,45,45,10,45,45,45,45
46,46,46,46,46,46,46,41,7,46,46,46,46,127,46,46,46,46,46,135,46,6,46,46,46,46,46,46,46,46,46
47,47,47,47,47,8,8,8,28,8,47,47,47,47,47,47,47,47,47,146,8,33,28,28,28,8,8,8,47,47,47
32,48,48,25,48,8,48,42,48,48,48,8,48,8,28,48,48,48,28,81,28,144,48,48,48,28,28,25,10,25,48
121,138,49,49,49,52,4,4,49,4,52,49,52,4,54,49,52,49,61,0,4,149,4,4,52,3,4,69,52,138,49
50,50,29,50,50,29,49,53,50,51,50,49,50,49,50,50,50,50,121,1,136,65,121,4,50,50,136,29,50,50,50
124,128,71,53,128,124,122,142,142,142,124,151,142,141,122,121,147,142,29,37,142,142,124,53,53,122,142,151,53,151,51
136,52,10,71,71,136,68,141,65,52,25,142,137,53,153,122,71,142,151,3,25,127,65,6,122,52,25,137,137,54,52
53,9,9,44,9,34,9,35,1,53,9,53,53,56,9,53,53,53,53,4,1,9,1,53,44,9,1,53,53,53,53
54,54,54,54,54,4,54,54,54,6,54,54,54,54,54,54,54,54,54,17,54,6,4,54,54,54,54,54,54,54,54
111,114,110,139,114,33,33,13,15,33,106,110,111,143,114,110,101,106,101,6,42,139,13,111,111,114,42,73,111,111,55
56,56,56,56,56,56,56,23,9,56,56,56,56,8,56,56,56,56,56,7,33,23,56,56,56,56,33,56,56,56,56
33,8,28,9,9,9,17,33,33,57,33,33,33,8,28,9,9,18,48,8,9,44,27,27,27,9,9,48,9,48,57
103,103,58,103,103,103,58,103,103,58,103,103,103,58,103,103,103,58,103,9,9,118,58,103,58,103,9,58,58,103,58
59,59,59,59,59,59,59,59,59,59,59,59,22,59,59,59,59,59,22,10,59,59,59,59,59,22,59,22,59,22,59
60,61,61,61,61,60,61,61,61,61,22,60,61,60,61,60,60,61,60,11,61,60,60,22,22,61,61,61,61,61,60
61,66,61,61,61,66,22,20,20,20,66,61,61,66,61,61,66,61,60,12,20,61,66,61,61,66,20,61,61,61,61
47,47,40,36,47,62,8,62,62,47,36,47,42,47,47,47,18,47,125,13,57,57,36,40,36,36,57,125,36,47,62
63,63,63,63,63,108,21,45,45,30,63,3,63,63,3,63,63,63,3,35,45,45,3,21,21,20,45,3,3,3,63
68,108,21,21,108,108,108,36,56,109,108,21,108,108,108,108,108,108,108,15,56,108,108,108,108,108,56,108,108,108,64
70,65,65,65,65,69,67,69,70,65,65,69,65,62,65,67,27,69,70,16,65,69,65,65,27,27,65,65,65,65,65
66,66,66,66,66,66,66,59,7,66,66,66,66,66,66,66,66,66,66,17,7,60,59,66,61,66,7,66,66,66,66
26,67,67,70,64,0,70,108,62,62,62,67,70,108,62,67,62,67,67,18,62,62,65,68,27,62,62,24,67,67,67
18,27,27,42,42,1,0,48,48,44,48,69,18,47,48,18,27,57,42,19,33,34,56,27,27,27,33,27,27,34,68
69,69,39,69,37,69,69,69,69,69,69,69,69,69,70,69,69,69,31,20,69,69,69,69,69,69,69,69,69,69,69
11,144,144,144,144,144,144,11,144,34,144,11,144,18,144,144,144,144,144,21,69,144,144,144,144,42,69,11,144,144,70
102,138,67,142,47,34,13,71,145,71,71,13,144,13,121,138,53,100,102,22,13,35,63,29,13,102,13,56,71,71,71
72,72,72,72,56,3,72,100,28,5,72,100,72,8,72,72,72,100,72,23,10,117,21,72,72,72,10,56,72,72,72
11,11,11,73,11,73,56,99,99,73,73,120,69,11,69,11,56,73,11,31,73,99,73,73,73,105,73,73,73,73,73
99,99,99,104,104,116,99,99,116,104,99,99,99,105,99,99,99,99,116,25,99,104,104,99,99,99,99,99,99,99,99
32,100,127,141,32,32,32,100,100,127,127,100,32,127,32,32,32,32,127,38,100,100,32,127,32,32,100,127,32,32,100
101,101,101,101,101,2,102,102,102,102,101,101,101,101,101,101,101,101,101,25,102,104,102,101,101,101,102,101,101,101,101
102,102,102,102,114,102,114,107,106,102,102,102,102,42,102,102,102,102,102,28,99,107,102,102,102,19,99,102,102,101,102
58,58,58,58,103,58,103,58,58,58,58,58,58,58,58,103,58,58,58,71,58,42,58,58,58,103,58,58,58,58,103
33,104,104,99,99,99,104,57,57,111,104,100,104,57,111,18,104,57,104,30,57,111,99,99,99,31,57,99,67,104,104
8,105,55,55,55,105,105,8,105,105,105,8,105,8,55,105,105,8,55,37,99,105,105,105,105,55,99,105,105,55,105
114,114,106,106,106,114,19,104,73,104,106,106,106,42,114,106,106,106,106,32,119,119,104,119,106,106,119,120,106,106,106
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,33,107,104,107,107,107,107,107,107,107,107,107
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,34,108,108,108,108,108,108,108,108,108,108,108
102,109,109,109,109,109,109,109,23,109,109,109,109,109,109,109,109,109,109,145,109,42,109,109,109,109,109,109,109,109,109
110,110,110,110,110,111,110,111,110,110,110,110,110,111,114,110,110,110,111,36,111,111,111,110,110,110,111,110,111,110,110
111,110,110,111,111,111,111,110,111,110,110,33,110,111,111,110,111,111,111,67,110,111,111,110,111,110,110,110,110,111,111
112,112,112,112,112,108,112,58,108,112,112,112,58,42,112,112,112,112,112,26,9,101,112,112,112,112,9,112,112,112,112
113,113,113,113,113,105,105,8,105,113,113,113,113,113,113,113,113,113,113,26,72,105,105,113,113,113,72,113,113,113,113
105,114,55,143,114,114,120,42,107,114,19,114,114,42,114,19,114,105,114,40,114,42,42,114,114,114,114,114,114,114,114
115,115,115,115,115,115,115,104,104,112,115,115,115,112,19,115,115,104,115,38,104,115,104,115,116,116,104,116,116,116,115
116,116,116,115,116,115,104,104,115,115,116,40,116,39,115,116,116,116,116,42,9,116,116,116,116,116,9,116,116,116,116
110,117,55,117,117,110,40,18,18,110,110,55,117,41,117,117,55,55,55,118,103,55,55,55,105,19,103,117,113,117,117
58,118,118,102,118,102,118,8,8,118,118,102,118,118,102,118,118,118,58,52,103,23,118,118,118,118,103,118,102,113,118
119,119,119,119,119,119,119,104,104,119,119,119,119,39,119,119,119,112,119,45,119,73,119,119,119,119,119,119,119,119,119
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,46,120,120,120,120,120,120,120,120,120,120,120
63,64,63,65,0,0,0,0,0,0,0,63,64,1,0,0,0,0,64,45,0,35,0,64,0,0,0,64,0,0,0
1,1,1,1,1,1,64,44,44,0,1,1,1,1,1,1,1,1,1,48,1,64,44,1,1,1,1,1,1,1,1
15,16,16,16,16,31,31,31,19,5,31,31,2,44,16,2,2,2,37,49,31,73,43,37,2,37,31,31,31,2,2
3,3,3,3,3,3,3,3,35,3,3,3,3,141,3,3,3,3,3,50,3,3,121,3,3,3,3,63,3,3,3
4,4,4,4,4,52,4,4,4,4,4,4,4,49,4,4,4,4,4,44,54,49,4,4,4,4,54,4,4,4,4
17,5,5,5,17,17,17,17,5,17,5,5,5,5,5,17,5,5,5,52,129,113,17,5,5,5,129,5,5,5,5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,54,6,6,6,6,6,6,6,6,6,6,6
7,7,7,7,7,7,7,7,7,7,7,7,7,66,7,7,7,7,7,54,7,7,7,7,7,7,7,7,7,7,7
12,12,57,8,8,8,8,32,8,8,8,57,8,8,8,8,8,57,8,110,100,33,32,12,8,57,100,8,28,57,8
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,32,56,9,43,9,9,9,9,9,9,9,9,9
25,10,10,10,10,10,25,10,25,10,10,10,10,25,10,10,10,10,10,57,10,10,10,10,10,10,10,25,10,10,10
11,11,11,11,11,11,11,11,11,73,11,11,11,11,11,11,11,11,11,58,11,11,11,11,11,11,11,11,11,11,11
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,59,12,12,12,12,12,12,12,12,12,12,12
13,13,13,13,13,18,18,13,15,13,13,13,13,13,13,13,13,13,13,60,13,55,18,18,13,13,13,13,144,13,13
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,61,14,14,14,14,14,14,14,14,14,14,14
64,15,67,64,15,5,118,2,15,65,15,36,64,36,64,15,64,64,5,63,37,37,5,40,15,15,37,64,15,15,15
5,16,16,16,16,5,17,5,17,16,16,5,5,65,16,16,16,65,16,63,5,149,17,16,16,16,5,5,5,16,16
66,17,140,140,141,137,137,66,151,126,140,66,17,66,17,141,138,66,141,64,137,20,139,66,22,129,137,140,139,140,17
38,18,47,18,18,25,45,36,38,25,18,38,18,41,18,18,18,38,18,69,40,57,45,18,18,18,40,18,18,18,18
118,43,43,40,43,72,72,99,113,72,43,38,43,72,43,43,43,72,43,66,99,72,72,43,43,43,99,43,43,43,19
